POI_Query,POI_Categories,POI_Name,POI_Address,POI_Mean_Bayesian_Adj_Rating_Norm,POI_FSQ_Bayesian_Adj_Rating_Norm,POI_FSQ_Bayesian_Adj_Rating,POI_FSQ_Rating,POI_FSQ_Num_Ratings,POI_Yelp_Bayesian_Adj_Rating_Norm,POI_Yelp_Bayesian_Adj_Rating,POI_Yelp_Rating,POI_Yelp_Num_Ratings
Bars,"Restaurant, Wine Bar",California Wine Merchant,"2113 Chestnut St (at Steiner St), San Francisco, CA 94123",0.5837749561749443,0.6408411483130216,8.220642853059442,8.3,136.0,0.5267087640368672,3.7098434867208274,3.5,320.0
Restaurants,Mexican,Californios,"355 11th St San Francisco, CA 94103",0.7516606175324189,,,,,0.7516606175324189,4.2116654600912735,4.5,368.0
Restaurants,Cafes,Caltrans Cafe,"111 Grand Ave Oakland, CA 94612",0.6065405427980204,,,,,0.6065405427980204,3.8879319982537495,2.0,3.0
Restaurants,"Delis, Sandwiches, Vietnamese",Cam Anh,"920 Webster St Oakland, CA 94607",0.5345650676832603,,,,,0.5345650676832603,3.727369307192933,3.0,84.0
Restaurants,"Bakeries, Sandwiches, Vietnamese",Cam Huong Bakery,"1088 Webster St Oakland, CA 94607",0.5271421061208719,,,,,0.5271421061208719,3.71081018504476,3.0,94.0
Restaurants,"Sandwich Restaurant, Vietnamese Restaurant",Cam Huong Cafe,"702 International Blvd (7th Ave), Oakland, CA 94606",0.6001946461151257,0.5605277671024357,8.005082501856704,7.5,54.0,0.6398615251278159,3.962264353589112,4.0,530.0
Restaurants,Cambodian,Cambodian Street Food,"2045 Foothill Blvd Oakland, CA 94606",0.7099553541939727,,,,,0.7099553541939727,4.118629473842567,4.5,194.0
Restaurants,"Cambodian, Food Trucks, Laotian",Camchilao Food Truck,"3216 E 12th St Oakland, CA 94601",0.6403692199325959,,,,,0.6403692199325959,3.963396917757158,4.5,38.0
Restaurants,Restaurant,Camera Cafe,"288 S 2nd St, San Jose, CA 95113",,,,,,,,,
Restaurants,"Chinese, Vietnamese",Camille,"2507 Hearst Ave Berkeley, CA 94709",0.5249806764651653,,,,,0.5249806764651653,3.705988473739547,3.0,97.0
"Bars, Restaurants","New American Restaurant, Wine Bar",Camino Alto,"1715 Union St, San Francisco, CA 94123",0.6823374445198533,,,,,0.6823374445198533,4.057019517233308,4.5,119.0
Restaurants,"Asian Fusion, Barbeque, Japanese",Camp BBQ,"4014 Geary Blvd San Francisco, CA 94118",0.6317785974568634,,,,,0.6317785974568634,3.944232980869046,4.0,247.0
Funeral Homes,Funeral Home,Campagna Maria,"600 S 2nd St, San Jose, CA 95112",,,,,,,,,
"Bars, Restaurants","American (New), Bars, Indian",Campton Place,"340 Stockton St San Francisco, CA 94108",0.6431473315897527,,,,,0.6431473315897527,3.9695943215676825,4.0,741.0
"Bars, Restaurants","American Restaurant, Lounge, Sports Bar",Campus,"2241 Chestnut St (Avila), San Francisco, CA 94123",0.573112645114885,0.519958959625489,7.896196208492003,7.3,78.0,0.626266330604281,3.931936231201402,4.0,140.0
Bars,"Cocktail Bar, Dive Bar, Restaurant",Cancholas Bar,"3775 Mission St, San Francisco, CA 94110",0.6145064169978889,,,,,0.6145064169978889,3.90570224841387,4.0,5.0
Restaurants,"Fast Food Restaurant, Latin American Restaurant, Taco Restaurant",Cancun,"2134 Allston Way (btwn Shattuck Ave & Oxford St), Berkeley, CA 94704",0.6068757263607383,0.6068757263607383,8.12947998362943,8.1,180.0,,,,
Restaurants,Mexican,Cancun Sabor Mexicano,"2134 Allston Way Berkeley, CA 94704",0.47755736704042545,,,,,0.47755736704042545,3.600196686077078,3.5,1048.0
Bars,Sports Bars,Candlestick Park Sport Bar - The Stick,"747 3rd St San Francisco, CA 94107",0.6073171729422221,,,,,0.6073171729422221,3.88966450263407,3.5,13.0
Bars,Sports Bar,Candlestick Park Sports Bar  The Stick,"747 3rd St, San Francisco, CA 94107",,,,,,,,,
Restaurants,Restaurant,Candy's,"1352 Haight St, San Francisco, CA 94117",,,,,,,,,
Bars,"Spanish, Tapas Bars, Wine Bars",Canela Bistro & Wine Bar,"2272 Market St San Francisco, CA 94114",0.7971231692272258,,,,,0.7971231692272258,4.313083194826209,4.5,755.0
Restaurants,"Pizzeria, Tapas Restaurant",Canela Bistro Bar,"2272 Market St (at Noe St), San Francisco, CA 94114",0.5146084174006131,0.5146084174006131,7.881835404056499,7.6,174.0,,,,
Restaurants,"American Restaurant, Latin American Restaurant, Mediterranean Restaurant",Cantina Del Sol,"2560 9th St, Berkeley, CA 94710",,,,,,,,,
Bars,"Mexican, Wine Bars",Cantina Los Mayas,"431 Balboa St San Francisco, CA 94118",0.6522992700267624,,,,,0.6522992700267624,3.9900104405516315,4.5,58.0
Restaurants,Restaurant,Canton City Restaurant,"700 Willow St, Oakland, CA 94607",,,,,,,,,
Restaurants,"Asian Fusion, Chinese, Venezuelan",Cantoo Latin Asian Rotisserie,"572 O'Farrell St San Francisco, CA 94102",0.6445699933808234,,,,,0.6445699933808234,3.9727679915612395,5.0,23.0
Restaurants,"Food Stands, Sandwiches, Seafood",Cap'n Mike's Holy Smoke,"1 Ferry Bldg San Francisco, CA 94111",0.6219614933463572,,,,,0.6219614933463572,3.922333012138116,4.0,80.0
Restaurants,"Banks & Credit Unions, Cafes",Capital One Caf,"101 Post St San Francisco, CA 94108",0.7516606175324189,,,,,0.7516606175324189,4.2116654600912735,4.5,368.0
Bars,"Italian Restaurant, Pizzeria, Whisky Bar",Capo's,"641 Vallejo St (btwn Columbus & Stockton), San Francisco, CA 94133",0.6458005014370664,0.6458005014370664,8.23395370966943,8.3,199.0,,,,
Bars,"Italian, Pizza, Whiskey Bars",Capo's by Tony Gemignani,"641 Vallejo St San Francisco, CA 94133",0.6451673672807873,,,,,0.6451673672807873,3.974100611607092,4.0,930.0
Restaurants,Salvadoran,Capp St Papusas,"24th St & Capp San Francisco, CA 94110",0.6167230178186079,,,,,0.6167230178186079,3.910647035401588,5.0,2.0
Bars,Pub,Capp Town,"832 Capp St, San Francisco, CA 94110",,,,,,,,,
Restaurants,Pizza,Capriotti's Sandwich Shop,"536 Lake Park Ave Oakland, CA 94610",0.5174000898078176,,,,,0.5174000898078176,3.689077721964963,2.0,44.0
Restaurants,"Italian Restaurant, Pizzeria, Seafood Restaurant",Capurro's,"498 Jefferson St, San Francisco, CA 94109",0.4097774277589023,0.3363751817962537,7.403459095105731,6.3,121.0,0.4831796737215509,3.6127389122902622,3.5,893.0
Restaurants,"Breakfast & Brunch, Mexican",Caramba,"78 2nd St San Francisco, CA 94105",0.5191652905361344,,,,,0.5191652905361344,3.693015526873498,3.5,378.0
Bars,"Cocktail Bar, Dive Bar, Lounge",Caravan Lounge,"98 S Almaden Ave (at W. San Fernando St.), San Jose, CA 95113",0.5499117051389117,0.4725243664962253,7.768882211746025,6.0,39.0,0.6272990437815981,3.934240004904592,4.0,157.0
Restaurants,Pop-Up Restaurants,Carb Your Enthusiasm,"San Francisco, CA 94110",0.6140180976013503,,,,,0.6140180976013503,3.904612906853006,4.0,1.0
Bars,"Cocktail Bar, Lounge",Carbon,"383 Bay St, San Francisco, CA 94133",0.566158020115632,0.566158020115632,8.020194047387362,7.2,30.0,,,,
Bars,"Dance Clubs, Lounges, Venues & Event Spaces",Carbon Lounge,"383 Bay St San Francisco, CA 94133",0.49283544663892703,,,,,0.49283544663892703,3.6342789838412193,3.0,147.0
Restaurants,"Grocery, Meat Shops, Mexican",Cardenas Markets,"1630 High St Oakland, CA 94501",0.43274408158929484,,,,,0.43274408158929484,3.5002273326850015,2.0,93.0
Restaurants,"Grocery, Meat Shops, Mexican",Cardenas Markets,"235 E Julian St San Jose, CA 95112",0.521310491954912,,,,,0.521310491954912,3.697801036272599,2.0,42.0
Restaurants,"Food Trucks, Mexican",Cardonas Authentic Mexican Cuisine,"San Francisco, CA 94158",0.6195193881970652,,,,,0.6195193881970652,3.9168851707171513,5.0,4.0
Restaurants,Fast Food Restaurant,Carl's Jr.,"1 Hallidie Plz (corner of Eddy & Cyril Magnin), San Francisco, CA 94102",0.33355802528183787,0.31177217592946405,7.3374248613908994,5.9,101.0,0.35534387463421163,3.3275631648200816,2.0,150.0
Restaurants,Fast Food Restaurant,Carl's Jr.,"655 Coleman Ave, San Jose, CA 95110",0.45354308523756526,,,,,0.45354308523756526,3.5466256925683557,2.5,118.0
Restaurants,Fast Food Restaurant,Carl's Jr.,"3770 Telegraph Ave (at W MacArthur Blvd.), Oakland, CA 94609",0.47838354606899014,0.46606245191900597,7.751538494488559,5.5,32.0,0.49070464021897436,3.6295255867657326,2.5,84.0
Restaurants,Cafes,Carmelina's Cafe,"1855 Folsom St Mission Center Building San Francisco, CA 94103",0.585220440816013,,,,,0.585220440816013,3.840371173646978,2.0,12.0
Restaurants,"Fast Food Restaurant, Mexican Restaurant",Carmelina's Taqueria,"500 Parnassus Ave (btwn Hillway & 3rd), San Francisco, CA 94143",0.5466516131748322,0.5210569755106919,7.899143272683211,5.6,20.0,0.5722462508389725,3.8114283864861234,3.5,103.0
Restaurants,Mexican Restaurant,Carnitas El Rincon,"84 Keyes St, San Jose, CA 95112",,,,,,,,,
Restaurants,"Fast Food, Tacos",Carnitas El Rincon - Alma,"148 W Alma Ave San Jose, CA 95110",0.6181461226564144,,,,,0.6181461226564144,3.913821693742579,4.0,38.0
Restaurants,"Fast Food, Mexican, Thai",Carnitas El Rincon - Keyes,"84 Keyes St San Jose, CA 95112",0.6199708121491123,,,,,0.6199708121491123,3.9178922060223638,4.0,57.0
Restaurants,"Latin American Restaurant, Taco Restaurant",Carnitas El Rincon 2,"148 W Alma Ave, San Jose, CA 95110",,,,,,,,,
Funeral Homes,Funeral Home,Carriage Services,"471 E Santa Clara St, San Jose, CA 95112",,,,,,,,,
Restaurants,Food Stands,Carver Station at Field Club Level,"24 Willie Mays Plz San Francisco, CA 94107",0.6118183845664704,,,,,0.6118183845664704,3.8997057930912877,3.5,4.0
"Bars, Restaurants","Bars, Mexican",Casa Barajas,"1849 Lincoln Way San Francisco, CA 94122",0.6966275266427422,,,,,0.6966275266427422,4.0888977929580985,4.5,155.0
Restaurants,"Italian Restaurant, Pizzeria, Sandwich Restaurant",Casa Barotti,"3204 College Ave, Berkeley, CA 94705",0.6710356647226163,,,,,0.6710356647226163,4.03180753808169,4.5,94.0
Restaurants,"Puerto Rican, Vegan",Casa Borinquea,"6211 Shattuck Ave Oakland, CA 94609",0.630391775380452,,,,,0.630391775380452,3.9411392620119474,5.0,12.0
Restaurants,"Dessert Shop, Restaurant",Casa De Chocolates,"2629 Ashby Ave (College Avenue), Berkeley, CA 94705",0.6305002174258693,0.6305002174258693,8.192887892924555,8.3,55.0,,,,
Restaurants,"Breakfast & Brunch, Mexican",Casa De La Condesa Restaurant,"2763 Mission St San Francisco, CA 94110",0.6715123800070947,,,,,0.6715123800070947,4.032870993221425,4.5,95.0
Funeral Homes,Funeral Services & Cemeteries,Casa Funeral,"593 Bird Ave San Jose, CA 95125",0.6101342346115787,,,,,0.6101342346115787,3.8959487960242143,1.0,1.0
Restaurants,Mexican Restaurant,Casa Guzmania,"350 S Market St, San Jose, CA 95113",0.6625923172087772,,,,,0.6625923172087772,4.012972141771737,5.0,38.0
Restaurants,"Latin American, Mexican",Casa Latina,"1805 San Pablo Ave Berkeley, CA 94702",0.6488140927946724,,,,,0.6488140927946724,3.9822357168097455,4.0,1514.0
Restaurants,"Bakery, Burrito Restaurant, Latin American Restaurant",Casa Latina Bakery,"1805 San Pablo Ave (btw Delaware St & Hearst Ave), Berkeley, CA 94702",0.7201422700145125,0.7201422700145125,8.433486309368703,8.8,132.0,,,,
Restaurants,"Latin American, Mexican, Soup",Casa Mayah Restaurant,"294 Turk St San Francisco, CA 94102",0.6235835124256461,,,,,0.6235835124256461,3.9259514078195252,4.5,13.0
Restaurants,Mexican,Casa Mexicana II,"3917 24th St San Francisco, CA 94114",0.527564879975179,,,,,0.527564879975179,3.711753307791077,3.5,314.0
Restaurants,"Italian, Pizza",Casa Piena,"50 Fremont St San Francisco, CA 94105",0.6127234766047598,,,,,0.6127234766047598,3.9017248699100757,3.0,1.0
Restaurants,Mexican Restaurant,Casa Vicky Catering & Cafe,"792 E Julian St (at N 17th St.), San Jose, CA 95112",0.557847031369673,0.557847031369673,7.997887432649981,6.9,26.0,,,,
Restaurants,Mexican Restaurant,Casa Villa,"840 Willow St (Bird Ave), San Jose, CA 95125",0.6819087938763781,,,,,0.6819087938763781,4.056063284561949,4.5,118.0
Bars,"Beer Garden, Cocktail Bar, Lounge",Casanova,"527 Valencia St (btwn 16th & 17th St), San Francisco, CA 94110",0.2564658118065596,0.2564658118065596,7.188983106176783,6.6,291.0,,,,
Bars,"Beer Gardens, Cocktail Bars, Dive Bars",Casanova Lounge,"527 Valencia St San Francisco, CA 94110",0.4989850995492822,,,,,0.4989850995492822,3.6479976125658267,3.5,598.0
"Bars, Restaurants","Irish, Pubs, Whiskey Bars",Casements,"2351 Mission St San Francisco, CA 94110",0.654544670094409,,,,,0.654544670094409,3.9950194728198403,4.5,62.0
Restaurants,Pizzeria,Caseys Pizza,"1170 4th St, San Francisco, CA 94158",0.648115274002051,0.6699014706899067,8.298640481887954,8.8,49.0,0.6263290773141955,3.9320762063885475,4.0,141.0
Bars,Bar,Cash Only,"78 E Santa Clara St, San Jose, CA 95113",0.6181461226564144,,,,,0.6181461226564144,3.913821693742579,4.0,38.0
"Bars, Restaurants","American Restaurant, Casino, Sports Bar",Casino M8trix,"1887 Matrix Blvd (at Brokaw), San Jose, CA 95110",0.1821404289911882,0.14398498496139464,6.887085636877829,5.5,162.0,0.22029587302098175,3.0262984558781465,2.5,576.0
Bars,"Beer Bar, Restaurant",Cask,"3185 College Ave, Berkeley, CA 94705",,,,,,,,,
Bars,Beer Bar,Cask Taproom,"3185 College Ave Ste A Berkeley, CA 94705",0.6206779421382873,,,,,0.6206779421382873,3.919469669648838,4.5,9.0
Restaurants,Restaurant,Casper's Hot Dogs Oakland,"5440 Telegraph Ave (at 55th St), Oakland, CA 94609",0.6009787408739097,0.5783576197444381,8.052937656744598,7.3,25.0,0.6235998620033812,3.9259878804123725,4.0,101.0
Restaurants,"Food Trucks, Mexican",Cassave Mobile Taqueria,"William St Oakland, CA 94612",0.625720464556652,,,,,0.625720464556652,3.9307185147302524,4.5,16.0
"Bars, Restaurants","Bar, Mexican Restaurant",Cassave Restaurant And,"3290 Adeline St (Alcatraz), Berkeley, CA 94703",,,,,,,,,
Restaurants,Mexican,Cassave Restaurant and Taqueria,"5412 San Pablo Ave Ste D Emeryville, CA 94608",0.6319045870972707,,,,,0.6319045870972707,3.9445140382108326,4.0,250.0
Restaurants,Mexican,Castillito Yucateco,"2052 Mission St San Francisco, CA 94105",0.5976451430855575,,,,,0.5976451430855575,3.8680881651478565,3.5,34.0
Bars,"Lounge, Night Club",Castle SF,"150 San Bruno Ave (15th St), San Francisco, CA 94103",0.6015503797256776,,,,,0.6015503797256776,3.876799956256803,1.5,4.0
"Bars, Restaurants","American (New), Cocktail Bars, Indian",Castro Indian & American Restaurant,"468 Castro St San Francisco, CA 94114",0.6167230178186079,,,,,0.6167230178186079,3.910647035401588,5.0,2.0
Restaurants,"Breakfast & Brunch, Sandwiches, Vietnamese",Castro Tarts,"564 Castro St San Francisco, CA 94114",0.6344209423206562,,,,,0.6344209423206562,3.9501275164919765,4.0,317.0
Restaurants,"Indie Movie Theater, Restaurant",Castro Theatre,"429 Castro St (btwn 18th & Market), San Francisco, CA 94114",0.950768899589286,0.950768899589286,9.052485989353404,9.2,1069.0,,,,
Restaurants,"Café, Coffee Shop, Restaurant",Cat Town Cafe,"2869 Broadway, Oakland, CA 94611",0.5981540223582478,0.5981540223582478,8.106071013050373,8.0,89.0,,,,
Bars,"Bar, Concert Hall, Jazz and Blues Venue",Cat's Corner,"2937 Mission St, San Francisco, CA 94110",,,,,,,,,
Restaurants,"Coffee Shop, Restaurant",Catahoula Coffee Company,"2080 4th St, Berkeley, CA 94710",0.502175235441116,0.502175235441116,7.8484648619455974,6.6,44.0,,,,
Restaurants,Pizzeria,Catastrophe Pizza,"4501 Martin Luther King Jr Way, Oakland, CA 94609",0.6319235450180747,,,,,0.6319235450180747,3.9445563294881927,4.5,25.0
Restaurants,Restaurant,Catch,"2362 Market St (at Castro), San Francisco, CA 94114",0.48351908896067075,0.4881873386431923,7.810921479997302,7.5,198.0,0.47885083927814914,3.603082160371902,3.5,1009.0
Restaurants,"Asian Restaurant, Sushi Restaurant",Catch Sushi Bento,"5301 Mission St (Allison), San Francisco, CA 94112",,,,,,,,,
Bars,"Arts and Entertainment, Bar",Cathay Club,"772 Commercial St, San Francisco, CA 94108",,,,,,,,,
Restaurants,Sandwiches,Cathedral Cafe,"2121 Harrison St Oakland, CA 94616",0.597901009190067,,,,,0.597901009190067,3.8686589505469913,2.5,9.0
"Bars, Restaurants","American Restaurant, Beer Bar, Wine Bar",Cato's Ale House,"3891 Piedmont Ave (at Montell Ave), Oakland, CA 94611",0.6561542655058552,0.6699580743424645,8.298792405552987,8.4,243.0,0.6423504566692458,3.9678166551963048,4.0,681.0
Restaurants,Pizzeria,Cauli Crust Pizza,"536 Lake Park Ave, Oakland, CA 94610",0.6084713219697531,,,,,0.6084713219697531,3.8922391750964627,2.5,3.0
Restaurants,"American (New), Breakfast & Brunch, French",Cauliflower,"3147 16th St San Francisco, CA 94103",0.6319235450180747,,,,,0.6319235450180747,3.9445563294881927,4.5,25.0
Restaurants,"Food Delivery Services, Pizza",Cauliflower Pizza Kitchen,"2109 Polk St San Francisco, CA 94109",0.6115594464172105,,,,,0.6115594464172105,3.89912815458321,3.0,2.0
Restaurants,American Restaurant,Causwells,"2346 Chestnut St (btwn Divisadero & Scott St), San Francisco, CA 94123",0.6361013663205746,0.6274307551757269,8.184649485442876,8.2,289.0,0.6447719774654223,3.9732185770992015,4.0,888.0
Restaurants,"Bakeries, Breakfast & Brunch, Coffee & Tea",Cavalli Cafe,"1441 Stockton St San Francisco, CA 94133",0.638089359642477,,,,,0.638089359642477,3.9583110117198514,4.0,447.0
Restaurants,"Breakfast & Brunch, Tacos",Cazuela Comida Mexicana,"3771 Mission St San Francisco, CA 94110",0.6143853857766686,,,,,0.6143853857766686,3.9054322522999088,4.0,4.0
Restaurants,"Italian Restaurant, Pizzeria",Cecilia's Pizza & Restaurant,"3515 Mission St, San Francisco, CA 94110",,,,,,,,,
Bars,"Bar, Night Club, Steakhouse",Celebrations On The Bay,"Jack London Square (Webster Street), Oakland, CA 94607",,,,,,,,,
Restaurants,"Brewery, Restaurant",Cellarmaker House Of Pizza,"3193 Mission St (Fair St), San Francisco, CA 94110",0.6902505302455606,0.749064760883095,8.51111399974003,9.0,127.0,0.631436299608026,3.943469383773424,4.0,239.0
Bars,"Restaurant, Wine Bar, Winery",Cellars 360,"900 N Point St, San Francisco, CA 94109",,,,,,,,,
Restaurants,"Café, Restaurant, Tea Room",Central Coffee Tea & Spice,"1696 Hayes St (btwn Lyon St & Central Ave), San Francisco, CA 94117",0.625213038637696,0.5064446664442022,7.859923974145692,7.5,147.0,0.7439814108311896,4.194534706995227,4.5,328.0
Restaurants,"Mexican, Seafood",Centro Botanero El Pariente,"1225 E Santa Clara St San Jose, CA 95116",0.5795080728680668,,,,,0.5795080728680668,3.8276280390085557,3.0,32.0
Restaurants,"Mexican Restaurant, Seafood Restaurant",Centro Botanero and Restaurant,"4149 Foothill Blvd, Oakland, CA 94601",,,,,,,,,
Bars,"Argentinian Restaurant, Bar, Mexican Restaurant",Cervecera de MateVeza,"3801 18th St, San Francisco, CA 94114",,,,,,,,,
"Bars, Restaurants","Cocktail Bar, Mexican Restaurant, Tapas Restaurant",Cesar,"4039 Piedmont Ave (Glen Ave), Oakland, CA 94611",0.4039322890694518,0.4039322890694518,7.5847817284022625,6.3,79.0,,,,
Restaurants,"Mediterranean Restaurant, Tapas Restaurant",Cesar,"1515 Shattuck Ave, Berkeley, CA 94709",,,,,,,,,
Restaurants,"Desserts, Italian",Cesario's,"601 Sutter St San Francisco, CA 94102",0.5068525713131411,,,,,0.5068525713131411,3.665548346843524,3.5,498.0
Restaurants,"Japanese, Peruvian, Seafood",Cevichito,"949 Ruff Dr San Jose, CA 95110",0.6298896322243008,,,,,0.6298896322243008,3.9400190824463266,4.5,22.0
Restaurants,"Caribbean Restaurant, Tapas Restaurant",Cha Cha CHA,"1801 Haight St (at Shrader St), San Francisco, CA 94117",0.5853295282455064,0.5178349322843031,7.890495339312685,7.8,525.0,0.6528241242067097,3.9911812838064,4.0,3400.0
Restaurants,"Sushi Restaurant, Vegan and Vegetarian Restaurant",Cha Ya Vegetarian Japanese Restaurant,"1686 Shattuck Ave (btwn Lincoln & Virginia), Berkeley, CA 94709",0.5015003197835709,0.5015003197835709,7.846653394740759,7.1,74.0,,,,
Restaurants,"Japanese, Noodles, Sushi Bars",Cha-Ya,"1686 Shattuck Ave Berkeley, CA 94709",0.6431848708673197,,,,,0.6431848708673197,3.9696780640843805,4.0,744.0
Restaurants,"Japanese, Vegan, Vegetarian",Cha-Ya San Francisco,"762 Valencia St San Francisco, CA 94110",0.6476450969654761,,,,,0.6476450969654761,3.9796279241432106,4.0,1276.0
Restaurants,"Asian Restaurant, Indian Restaurant, Pakistani Restaurant",Chaat Corner,"320 3rd St (at Folsom St), San Francisco, CA 94107",0.408965784094383,0.34548775744381965,7.427917161462075,7.1,394.0,0.4724438107449463,3.588789378818821,3.5,1227.0
Restaurants,Thai,Chabaa Thai Cuisine,"60 Morris St San Francisco, CA 94107",0.6198790839660252,,,,,0.6198790839660252,3.917687579044923,4.0,56.0
Bars,"Restaurant, Sports Bar",Chaboy,"1030 N 10th St, San Jose, CA 95112",,,,,,,,,
Restaurants,"Cafes, Coffee & Tea, Tea Rooms",Chai Bar By David Rio,"1019 Market St San Francisco, CA 94103",0.7704072223807813,,,,,0.7704072223807813,4.2534853344013435,4.5,489.0
Restaurants,"Asian Restaurant, Noodle Restaurant, Thai Restaurant",Chai Thai Noodles,"3015 San Pablo Ave (Ashby Avenue), Berkeley, CA 94702",0.613880541782336,0.613880541782336,8.148280841588962,7.9,8.0,,,,
Restaurants,Thai Restaurant,Chai Thai Noodles,"545 International Blvd (at 6th Ave), Oakland, CA 94606",0.7015308195086146,0.7015308195086146,8.383533353248922,8.7,125.0,,,,
Restaurants,"Laotian, Noodles, Thai",Chai Thai Noodles - Berkeley,"3015 San Pablo Ave Ste B Berkeley, CA 94702",0.6278745031375312,,,,,0.6278745031375312,3.9355237380461574,4.0,167.0
Restaurants,"Laotian, Noodles, Thai",Chai Thai Noodles - Oakland,"545 International Blvd Ste B Oakland, CA 94606",0.6454255127926843,,,,,0.6454255127926843,3.9746764819019305,4.0,959.0
Restaurants,"Asian Restaurant, Burger Joint, Chinese Restaurant",Chairman Bao,"1200 7th St, San Francisco, CA 94107",,,,,,,,,
Bars,"American (New), Bars, Venues & Event Spaces",Chambers,"601 Eddy St San Francisco, CA 94109",0.6458041141019264,,,,,0.6458041141019264,3.9755210646567387,4.0,1004.0
Restaurants,"Asian Restaurant, Thai Restaurant",Champa Garden,"613 Faxon Ave (at Ocean Ave), San Francisco, CA 94112",0.6276487566850044,0.6099508776624345,8.137733660471364,8.1,102.0,0.6453466357075742,3.974500523118357,4.0,950.0
Restaurants,"Asian Restaurant, Thai Restaurant",Champa Garden,"2102 8th Ave (at E 21st St), Oakland, CA 94606",0.6287449450685283,0.606518143026741,8.128520233362428,8.1,192.0,0.6509717471103157,3.987049006096774,4.0,2205.0
Restaurants,Japanese Curry,Champion's CURRY,"2506 Channing Way Berkeley, CA 94704",0.6167897496063525,,,,,0.6167897496063525,3.910795900489348,4.0,25.0
Restaurants,Chinese,Chang Luong,"2517 Durant Ave Ste D, Fl 2 Berkeley, CA 94704",0.593406210723747,,,,,0.593406210723747,3.8586319665447646,3.5,44.0
Restaurants,"Asian Fusion, Chinese",Chang's Kitchen,"1030 Irving St San Francisco, CA 94122",0.6431848708673197,,,,,0.6431848708673197,3.9696780640843805,4.0,744.0
Bars,Lounge,Channel Mission Bay Entertainment Lounge,"185 Channel St (4th Street), San Francisco, CA 94158",,,,,,,,,
Restaurants,"Bakeries, Cafes, Macarons",Chantal Guillon,"1309 Howard St San Francisco, CA 94103",0.7178188421663151,,,,,0.7178188421663151,4.136171321089154,4.5,220.0
Restaurants,"Caribbean, Salad, Sandwiches",Chao Pescao,"272 McAllister St San Francisco, CA 94102",0.7060644836834408,,,,,0.7060644836834408,4.109949730655821,4.5,182.0
Restaurants,Thai Restaurant,Chao Thai Cuisine,"482 Lake Park Ave (Grand Ave.), Oakland, CA 94610",0.5974443000761976,0.5598760947702136,8.003333419515934,6.9,25.0,0.6350125053821817,3.9514471737354926,4.0,335.0
Restaurants,Vietnamese,Chao Vit Thanh Da,"1111 Story Rd San Jose, CA 95122",0.5356542322011529,,,,,0.5356542322011529,3.7297990123907376,2.5,49.0
Restaurants,French,Chapeau,"126 Clement St San Francisco, CA 94118",0.8521862459906556,,,,,0.8521862459906556,4.43591775436372,4.5,2864.0
Funeral Homes,Funeral Home,Chapel of Flowers Funeral Home,"900 S 2nd St, San Jose, CA 95112",0.6434669597613933,,,,,0.6434669597613933,3.970307347210037,4.5,43.0
Funeral Homes,Cremation Services,Chapel of Memories-Sunset Gardens,"4401 Howe St Oakland, CA 94611",0.6167230178186079,,,,,0.6167230178186079,3.910647035401588,5.0,2.0
Funeral Homes,Funeral Home,Chapel of the Avenues Funeral Home,"3434 17th St, San Francisco, CA 94110",,,,,,,,,
Funeral Homes,Funeral Services & Cemeteries,Chapel of the Chimes Oakland,"4499 Piedmont Ave Oakland, CA 94611",0.7099553541939727,,,,,0.7099553541939727,4.118629473842567,4.5,194.0
Funeral Homes,Funeral Home,Chapel of the Chimes-Funeral Home- Columbarium-Mau,"2112 Fruitvale Ave, Oakland, CA 94601",,,,,,,,,
Funeral Homes,Funeral Home,Chapel of the Oaks Oakland Mortuary,"2850 Telegraph Ave, Oakland, CA 94609",,,,,,,,,
Restaurants,"Bakeries, Latin American",Chapinlandia Bakery,"4737 International Blvd Oakland, CA 94601",0.5959396806980749,,,,,0.5959396806980749,3.864283624365033,3.0,16.0
Restaurants,"Cheesesteaks, Fast Food, Sandwiches",Charleys Cheesesteaks,"845 Market St Spc FC-8 San Francisco, CA 94103",0.503005929552629,,,,,0.503005929552629,3.6569672690301442,3.0,130.0
Restaurants,Cheesesteaks,Charleys Cheesesteaks,"425 Mission St San Francisco, CA 94105",0.6153127185979408,,,,,0.6153127185979408,3.9075009437959367,5.0,1.0
Restaurants,"Café, Deli, Sandwich Restaurant",Charlie's Deli Cafe,"3202 Folsom St (Precita Ave), San Francisco, CA 94110",0.5819592044997158,0.5819592044997158,8.062604275968342,7.6,37.0,,,,
Restaurants,"Cafes, Delis",Charlies Cafe,"3202 Folsom St San Francisco, CA 94117",0.6729296200364723,,,,,0.6729296200364723,4.036032568363974,4.5,98.0
Restaurants,"Bakeries, Food Stands",Charlittes,"San Francisco, CA",0.6127234766047598,,,,,0.6127234766047598,3.9017248699100757,3.0,1.0
Restaurants,"American Restaurant, Thai Restaurant",Charm Thai Bistro,"4063 Piedmont Ave, Oakland, CA 94611",0.6686191550537066,,,,,0.6686191550537066,4.026416794987657,4.5,89.0
Bars,"Cocktail Bar, Lounge, Restaurant",Charmaine's,"1100 Market St, San Francisco, CA 94102",0.533815016349692,0.5818768520123138,8.062383242675518,8.0,275.0,0.4857531806870702,3.618479884519882,3.5,833.0
Restaurants,"American Restaurant, Bakery, Cupcake Shop",Charming Kitchen,"1165 Lincoln Ave, San Jose, CA 95125",,,,,,,,,
